0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+
0.0001,0.0002,0.0015,0.0053,0.0119,0.0253,0.0488,0.1145,0.1491
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
